SOURCE,PRICE,CENSUS_TRACT,PRICE.1,BATHRM,ROOMS,KITCHENS,FIREPLACES,YEAR
Residential,145000.0,7708.0,145000.0,1,8,1.0,0,2018
Residential,214136.0,7708.0,214136.0,2,8,2.0,0,2018
Residential,88500.0,7708.0,88500.0,1,7,1.0,0,2018
Residential,186000.0,7703.0,186000.0,2,9,2.0,0,2018
Residential,365000.0,7703.0,365000.0,2,7,2.0,0,2018
Residential,66500.0,7703.0,66500.0,2,9,2.0,0,2018
Residential,300000.0,7703.0,300000.0,4,16,4.0,0,2018
Residential,250000.0,7703.0,250000.0,4,16,4.0,0,2018
Residential,250000.0,7703.0,250000.0,4,16,4.0,0,2018
Residential,300000.0,7703.0,300000.0,4,20,4.0,0,2018
Residential,205000.0,7703.0,205000.0,2,7,1.0,0,2018
Residential,250.0,7703.0,250.0,1,7,1.0,0,2018
Residential,390000.0,7703.0,390000.0,3,8,1.0,0,2018
Residential,238000.0,7703.0,238000.0,1,7,1.0,0,2018
Residential,195344.0,7703.0,195344.0,1,6,1.0,0,2018
Residential,111000.0,7703.0,111000.0,2,6,1.0,0,2018
Residential,95000.0,7703.0,95000.0,1,7,1.0,0,2018
Residential,74476.0,7703.0,74476.0,1,6,1.0,0,2018
Residential,96000.0,7703.0,96000.0,2,6,1.0,0,2018
Residential,80000.0,7703.0,80000.0,1,6,1.0,0,2018
Residential,150000.0,7703.0,150000.0,1,6,1.0,0,2018
Residential,189500.0,7703.0,189500.0,2,6,1.0,0,2018
Residential,155000.0,7703.0,155000.0,2,6,1.0,0,2018
Residential,65000.0,7708.0,65000.0,1,5,1.0,0,2018
Residential,34000.0,7708.0,34000.0,1,5,1.0,0,2018
Residential,160000.0,7708.0,160000.0,1,5,1.0,0,2018
Residential,236900.0,7708.0,236900.0,2,6,1.0,1,2018
Residential,350000.0,7708.0,350000.0,4,12,4.0,0,2018
Residential,278077.0,7708.0,278077.0,1,6,1.0,0,2018
Residential,236000.0,7708.0,236000.0,2,8,2.0,2,2018
Residential,236000.0,7708.0,236000.0,1,8,1.0,0,2018
Residential,75000.0,7708.0,75000.0,1,5,1.0,0,2018
Residential,75000.0,7708.0,75000.0,1,6,1.0,0,2018
Residential,340000.0,7708.0,340000.0,6,12,3.0,0,2018
Residential,287500.0,9902.0,287500.0,2,7,1.0,0,2018
Residential,300000.0,9902.0,300000.0,1,7,1.0,1,2018
Residential,245000.0,9902.0,245000.0,1,7,1.0,1,2018
Residential,220000.0,9902.0,220000.0,2,7,1.0,1,2018
Residential,121500.0,9902.0,121500.0,4,16,4.0,0,2018
Residential,364000.0,9902.0,364000.0,4,16,4.0,0,2018
Residential,160000.0,9901.0,160000.0,2,6,1.0,0,2018
Residential,231000.0,9901.0,231000.0,1,6,1.0,0,2018
Residential,334000.0,9901.0,334000.0,2,6,1.0,0,2018
Residential,330000.0,9901.0,330000.0,2,6,1.0,0,2018
Residential,350000.0,9901.0,350000.0,2,5,1.0,1,2018
Residential,267500.0,7703.0,267500.0,2,7,1.0,0,2018
Residential,409000.0,7703.0,409000.0,3,7,1.0,0,2018
Residential,150000.0,7703.0,150000.0,3,9,1.0,0,2018
Residential,159550.0,7703.0,159550.0,2,8,1.0,0,2018
Residential,161350.0,7703.0,161350.0,3,8,1.0,0,2018
Residential,300000.0,7703.0,300000.0,2,8,1.0,0,2018
Residential,150000.0,7703.0,150000.0,2,8,1.0,0,2018
Residential,156592.0,7703.0,156592.0,2,7,1.0,0,2018
Residential,333000.0,7703.0,333000.0,2,9,1.0,0,2018
Residential,380000.0,7703.0,380000.0,2,8,1.0,0,2018
Residential,178470.0,7703.0,178470.0,2,8,1.0,1,2018
Residential,178000.0,7703.0,178000.0,2,9,1.0,1,2018
Residential,181160.0,7703.0,181160.0,2,9,1.0,0,2018
Residential,165810.0,7703.0,165810.0,2,8,1.0,1,2018
Residential,365000.0,7703.0,365000.0,2,8,1.0,1,2018
Residential,88000.0,7708.0,88000.0,1,6,1.0,0,2018
Residential,309000.0,7708.0,309000.0,1,6,1.0,0,2018
Residential,103000.0,7707.0,103000.0,2,4,1.0,0,2018
Residential,230000.0,7707.0,230000.0,1,6,1.0,0,2018
Residential,270000.0,7707.0,270000.0,2,6,1.0,0,2018
Residential,300000.0,7707.0,300000.0,2,8,1.0,0,2018
Residential,100000.0,7707.0,100000.0,2,5,1.0,0,2018
Residential,393000.0,7707.0,393000.0,3,8,1.0,0,2018
Residential,79900.0,7707.0,79900.0,2,7,1.0,0,2018
Residential,56000.0,7707.0,56000.0,3,9,1.0,0,2018
Residential,67000.0,7703.0,67000.0,1,6,1.0,1,2018
Residential,303500.0,7703.0,303500.0,1,6,1.0,0,2018
Residential,225000.0,7703.0,225000.0,2,6,1.0,0,2018
Residential,130000.0,7703.0,130000.0,1,6,1.0,1,2018
Residential,92000.0,7703.0,92000.0,3,6,1.0,0,2018
Residential,250000.0,7703.0,250000.0,2,6,1.0,0,2018
Residential,255000.0,7703.0,255000.0,1,5,1.0,0,2018
Residential,275000.0,7703.0,275000.0,2,6,1.0,0,2018
Residential,119500.0,7703.0,119500.0,1,5,1.0,0,2018
Residential,87500.0,7703.0,87500.0,2,5,1.0,0,2018
Residential,90000.0,7703.0,90000.0,2,6,1.0,0,2018
Residential,31784.0,7703.0,31784.0,3,6,1.0,1,2018
Residential,110000.0,7703.0,110000.0,1,5,1.0,0,2018
Residential,345000.0,7703.0,345000.0,2,6,1.0,0,2018
Residential,486000.0,7703.0,486000.0,4,16,4.0,0,2018
Residential,192900.0,7709.0,192900.0,1,6,1.0,0,2018
Residential,70600.0,7709.0,70600.0,1,5,1.0,0,2018
Residential,75000.0,7709.0,75000.0,1,5,1.0,0,2018
Residential,255000.0,7808.0,255000.0,2,5,1.0,0,2018
Residential,370000.0,7808.0,370000.0,3,7,1.0,2,2018
Residential,190000.0,9906.0,190000.0,2,5,1.0,0,2018
Residential,125000.0,9906.0,125000.0,1,6,1.0,0,2018
Residential,130000.0,9906.0,130000.0,1,4,1.0,0,2018
Residential,185000.0,9906.0,185000.0,1,4,1.0,0,2018
Residential,38545.0,9906.0,38545.0,1,6,1.0,0,2018
Residential,115000.0,9906.0,115000.0,1,6,1.0,0,2018
Residential,130000.0,9906.0,130000.0,1,6,1.0,0,2018
Residential,288000.0,9906.0,288000.0,2,6,1.0,1,2018
Residential,185000.0,9906.0,185000.0,1,4,1.0,0,2018
Residential,166000.0,9906.0,166000.0,2,5,1.0,0,2018
Residential,65000.0,9906.0,65000.0,1,5,1.0,0,2018
Residential,363750.0,9906.0,363750.0,1,6,1.0,0,2018
Residential,124000.0,9906.0,124000.0,1,6,1.0,0,2018
Residential,250000.0,9906.0,250000.0,1,4,1.0,0,2018
Residential,203000.0,9906.0,203000.0,1,5,1.0,1,2018
Residential,285000.0,7707.0,285000.0,4,16,4.0,0,2018
Residential,279990.0,9904.0,279990.0,3,8,1.0,0,2018
Residential,1900000.0,9904.0,1900000.0,2,7,1.0,1,2018
Residential,310000.0,7707.0,310000.0,2,6,1.0,0,2018
Residential,123950.0,7707.0,123950.0,1,7,1.0,0,2018
Residential,205347.0,7707.0,205347.0,1,5,1.0,0,2018
Residential,216000.0,7707.0,216000.0,1,6,1.0,0,2018
Residential,325000.0,7707.0,325000.0,2,8,1.0,0,2018
Residential,217000.0,7707.0,217000.0,2,6,1.0,0,2018
Residential,194000.0,7707.0,194000.0,2,6,1.0,0,2018
Residential,142000.0,7707.0,142000.0,1,6,1.0,0,2018
Residential,355000.0,7707.0,355000.0,3,8,1.0,0,2018
Residential,285000.0,7707.0,285000.0,2,6,1.0,1,2018
Residential,265000.0,7707.0,265000.0,1,6,1.0,1,2018
Residential,129500.0,7707.0,129500.0,2,8,1.0,0,2018
Residential,172000.0,7707.0,172000.0,3,7,1.0,0,2018
Residential,200000.0,7707.0,200000.0,2,7,1.0,0,2018
Residential,270000.0,7707.0,270000.0,2,8,1.0,0,2018
Residential,105000.0,7707.0,105000.0,1,7,1.0,0,2018
Residential,105000.0,7707.0,105000.0,2,7,1.0,0,2018
Residential,272950.0,7707.0,272950.0,2,8,1.0,0,2018
Residential,214000.0,7707.0,214000.0,2,8,1.0,0,2018
Residential,137500.0,7707.0,137500.0,4,12,2.0,0,2018
Residential,380000.0,7707.0,380000.0,4,12,3.0,0,2018
Residential,375000.0,7707.0,375000.0,4,12,2.0,0,2018
Residential,92700.0,7707.0,92700.0,4,12,4.0,0,2018
Residential,241010.0,7707.0,241010.0,4,12,4.0,0,2018
Residential,450000.0,7707.0,450000.0,4,12,4.0,0,2018
Residential,279950.0,7707.0,279950.0,4,12,4.0,0,2018
Residential,290000.0,7707.0,290000.0,4,16,4.0,0,2018
Residential,250000.0,7707.0,250000.0,4,12,4.0,0,2018
Residential,265000.0,7707.0,265000.0,2,6,1.0,0,2018
Residential,117000.0,7707.0,117000.0,1,6,1.0,0,2018
Residential,172275.0,7707.0,172275.0,1,6,1.0,0,2018
Residential,122000.0,7707.0,122000.0,1,6,1.0,0,2018
Residential,360000.0,7707.0,360000.0,2,6,1.0,0,2018
Residential,125000.0,7707.0,125000.0,2,6,1.0,0,2018
Residential,107000.0,7707.0,107000.0,1,7,1.0,0,2018
Residential,275000.0,7707.0,275000.0,1,7,1.0,0,2018
Residential,239500.0,7709.0,239500.0,1,8,1.0,0,2018
Residential,262000.0,7709.0,262000.0,1,5,1.0,0,2018
Residential,329500.0,7709.0,329500.0,1,5,1.0,0,2018
Residential,333000.0,7709.0,333000.0,1,5,1.0,0,2018
Residential,125000.0,7709.0,125000.0,1,5,1.0,0,2018
Residential,297500.0,7709.0,297500.0,2,6,1.0,0,2018
Residential,270000.0,7709.0,270000.0,1,6,1.0,0,2018
Residential,275000.0,7709.0,275000.0,1,5,1.0,0,2018
Residential,329000.0,7709.0,329000.0,2,5,1.0,0,2018
Residential,206000.0,7709.0,206000.0,1,5,1.0,0,2018
Residential,98000.0,7709.0,98000.0,1,5,1.0,0,2018
Residential,69000.0,7709.0,69000.0,1,5,1.0,0,2018
Residential,150000.0,7709.0,150000.0,1,5,1.0,0,2018
Residential,211000.0,7709.0,211000.0,1,8,1.0,0,2018
Residential,189900.0,7709.0,189900.0,1,6,1.0,0,2018
Residential,240000.0,7709.0,240000.0,1,5,1.0,0,2018
Residential,185000.0,7703.0,185000.0,1,5,1.0,0,2018
Residential,95000.0,7703.0,95000.0,1,5,1.0,0,2018
Residential,95000.0,7703.0,95000.0,1,5,1.0,0,2018
Residential,90000.0,7703.0,90000.0,1,5,1.0,0,2018
Residential,270000.0,7703.0,270000.0,1,6,1.0,0,2018
Residential,336000.0,7703.0,336000.0,2,6,1.0,0,2018
Residential,241500.0,7703.0,241500.0,1,6,1.0,0,2018
Residential,111650.0,7703.0,111650.0,1,6,1.0,0,2018
Residential,280000.0,7707.0,280000.0,4,16,4.0,0,2018
Residential,200000.0,7707.0,200000.0,4,16,4.0,0,2018
Residential,264000.0,7707.0,264000.0,1,6,1.0,0,2018
Residential,362000.0,7707.0,362000.0,3,6,1.0,0,2018
Residential,193800.0,7707.0,193800.0,1,6,1.0,0,2018
Residential,244950.0,7707.0,244950.0,2,7,1.0,0,2018
Residential,165000.0,7707.0,165000.0,2,7,1.0,0,2018
Residential,165000.0,7707.0,165000.0,1,7,1.0,0,2018
Residential,180000.0,7707.0,180000.0,2,7,1.0,0,2018
Residential,398000.0,7707.0,398000.0,2,7,1.0,0,2018
Residential,354900.0,7707.0,354900.0,1,6,1.0,1,2018
Residential,131500.0,7707.0,131500.0,1,7,1.0,1,2018
Residential,274500.0,7707.0,274500.0,2,13,1.0,1,2018
Residential,265000.0,7707.0,265000.0,2,6,1.0,1,2018
Residential,265000.0,7707.0,265000.0,1,7,1.0,1,2018
Residential,360000.0,7707.0,360000.0,1,7,1.0,1,2018
Residential,335000.0,7707.0,335000.0,1,7,1.0,1,2018
Residential,399900.0,7707.0,399900.0,2,6,1.0,1,2018
Residential,240000.0,9902.0,240000.0,2,5,1.0,0,2018
Residential,125000.0,7707.0,125000.0,1,6,1.0,1,2018
Residential,439000.0,7707.0,439000.0,2,6,1.0,0,2018
Residential,95000.0,7707.0,95000.0,1,6,1.0,1,2018
Residential,260000.0,9902.0,260000.0,1,6,1.0,0,2018
Residential,375000.0,9902.0,375000.0,2,7,1.0,0,2018
Residential,300000.0,9902.0,300000.0,1,7,1.0,0,2018
Residential,189000.0,9902.0,189000.0,1,7,1.0,0,2018
Residential,225000.0,9902.0,225000.0,1,6,1.0,0,2018
Residential,225000.0,9902.0,225000.0,2,6,1.0,0,2018
Residential,299900.0,9902.0,299900.0,1,6,1.0,0,2018
Residential,365000.0,9902.0,365000.0,2,6,1.0,0,2018
Residential,299999.0,9902.0,299999.0,2,7,1.0,0,2018
Residential,180000.0,9902.0,180000.0,2,6,1.0,0,2018
Residential,195000.0,9902.0,195000.0,1,6,1.0,0,2018
Residential,239500.0,9902.0,239500.0,2,6,1.0,0,2018
Residential,105000.0,9902.0,105000.0,1,6,1.0,0,2018
Residential,184900.0,9902.0,184900.0,2,6,1.0,0,2018
Residential,140000.0,9902.0,140000.0,1,6,1.0,0,2018
Residential,300000.0,9902.0,300000.0,1,6,1.0,0,2018
Residential,90000.0,9902.0,90000.0,1,6,1.0,0,2018
Residential,107000.0,7707.0,107000.0,1,6,1.0,0,2018
Residential,225000.0,9902.0,225000.0,1,7,1.0,0,2018
Residential,235000.0,9902.0,235000.0,2,7,1.0,2,2018
Residential,159500.0,9902.0,159500.0,1,7,1.0,0,2018
Residential,225000.0,9902.0,225000.0,1,5,1.0,0,2018
Residential,87150.0,9902.0,87150.0,1,5,1.0,0,2018
Residential,95000.0,9902.0,95000.0,1,5,1.0,0,2018
Residential,102290.0,9902.0,102290.0,1,5,1.0,0,2018
Residential,197000.0,9902.0,197000.0,2,5,1.0,0,2018
Residential,88154.0,9902.0,88154.0,1,5,1.0,0,2018
Residential,250000.0,9902.0,250000.0,1,5,1.0,0,2018
Residential,248040.0,9902.0,248040.0,1,5,1.0,0,2018
Residential,197000.0,9902.0,197000.0,1,6,1.0,0,2018
Residential,87000.0,9902.0,87000.0,1,5,1.0,0,2018
Residential,88000.0,9902.0,88000.0,1,6,1.0,0,2018
Residential,230000.0,9902.0,230000.0,1,5,1.0,0,2018
Residential,130000.0,9902.0,130000.0,1,5,1.0,0,2018
Residential,230000.0,9902.0,230000.0,2,5,1.0,0,2018
Residential,80000.0,9902.0,80000.0,1,6,1.0,0,2018
Residential,113000.0,9902.0,113000.0,2,5,1.0,0,2018
Residential,55981.0,7707.0,55981.0,2,7,1.0,1,2018
Residential,299000.0,7707.0,299000.0,1,7,1.0,1,2018
Residential,210000.0,7703.0,210000.0,2,6,1.0,0,2018
Residential,235500.0,7703.0,235500.0,2,7,1.0,0,2018
Residential,108000.0,7703.0,108000.0,2,6,1.0,0,2018
Residential,230000.0,7703.0,230000.0,1,6,1.0,0,2018
Residential,155000.0,7703.0,155000.0,1,7,1.0,0,2018
Residential,165000.0,7703.0,165000.0,1,5,1.0,0,2018
Residential,356000.0,7703.0,356000.0,2,5,1.0,0,2018
Residential,295000.0,7703.0,295000.0,2,5,1.0,0,2018
Residential,87900.0,7707.0,87900.0,1,5,1.0,0,2018
Residential,400000.0,7707.0,400000.0,3,7,1.0,0,2018
Residential,319900.0,7707.0,319900.0,2,7,1.0,0,2018
Residential,93000.0,7707.0,93000.0,1,5,1.0,0,2018
Residential,200000.0,7707.0,200000.0,1,5,1.0,0,2018
Residential,336000.0,9902.0,336000.0,2,8,1.0,0,2018
Residential,120000.0,9902.0,120000.0,2,6,1.0,0,2018
Residential,260000.0,9902.0,260000.0,2,5,1.0,0,2018
Residential,115720.0,9902.0,115720.0,1,5,1.0,0,2018
Residential,106000.0,9902.0,106000.0,1,5,1.0,0,2018
Residential,220000.0,9902.0,220000.0,1,5,1.0,0,2018
Residential,212000.0,9902.0,212000.0,1,6,1.0,0,2018
Residential,260000.0,9902.0,260000.0,1,6,1.0,0,2018
Residential,362000.0,9902.0,362000.0,2,5,1.0,0,2018
Residential,362800.0,9902.0,362800.0,2,5,1.0,0,2018
Residential,130000.0,9902.0,130000.0,2,6,1.0,0,2018
Residential,276500.0,9902.0,276500.0,2,6,1.0,0,2018
Residential,92000.0,9902.0,92000.0,1,5,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,96500.0,9902.0,96500.0,1,6,1.0,0,2018
Residential,207000.0,9902.0,207000.0,1,6,1.0,0,2018
Residential,230000.0,9902.0,230000.0,1,6,1.0,0,2018
Residential,146000.0,7707.0,146000.0,1,6,1.0,0,2018
Residential,341700.0,7707.0,341700.0,2,7,1.0,0,2018
Residential,194000.0,7707.0,194000.0,1,5,1.0,0,2018
Residential,98401.0,7707.0,98401.0,1,6,1.0,0,2018
Residential,185900.0,7707.0,185900.0,2,5,1.0,0,2018
Residential,257000.0,7707.0,257000.0,2,6,1.0,0,2018
Residential,220000.0,7707.0,220000.0,1,6,1.0,0,2018
Residential,188000.0,7707.0,188000.0,1,5,1.0,0,2018
Residential,220000.0,7707.0,220000.0,1,5,1.0,0,2018
Residential,114000.0,7707.0,114000.0,1,5,1.0,0,2018
Residential,184900.0,7707.0,184900.0,1,6,1.0,0,2018
Residential,405777.0,7707.0,405777.0,2,9,1.0,1,2018
Residential,200000.0,7707.0,200000.0,2,8,1.0,1,2018
Residential,110000.0,7707.0,110000.0,1,5,1.0,1,2018
Residential,125000.0,7707.0,125000.0,1,5,1.0,0,2018
Residential,255000.0,7707.0,255000.0,1,5,1.0,0,2018
Residential,250000.0,7707.0,250000.0,1,6,2.0,0,2018
Residential,225000.0,7707.0,225000.0,3,8,1.0,0,2018
Residential,99900.0,7707.0,99900.0,2,6,1.0,0,2018
Residential,432000.0,7707.0,432000.0,2,6,1.0,0,2018
Residential,127000.0,7707.0,127000.0,4,10,1.0,0,2018
Residential,394000.0,7707.0,394000.0,2,8,1.0,0,2018
Residential,105000.0,7707.0,105000.0,1,6,1.0,1,2018
Residential,122505.0,7707.0,122505.0,2,8,1.0,1,2018
Residential,200000.0,7707.0,200000.0,2,7,1.0,0,2018
Residential,285000.0,7707.0,285000.0,2,6,1.0,1,2018
Residential,210000.0,7707.0,210000.0,2,7,1.0,0,2018
Residential,215000.0,7707.0,215000.0,2,7,1.0,0,2018
Residential,26000.0,7707.0,26000.0,2,6,1.0,0,2018
Residential,230000.0,7707.0,230000.0,2,6,1.0,0,2018
Residential,105000.0,7707.0,105000.0,2,6,1.0,1,2018
Residential,325000.0,7707.0,325000.0,2,7,1.0,0,2018
Residential,270000.0,7707.0,270000.0,1,7,1.0,0,2018
Residential,400000.0,7707.0,400000.0,2,7,1.0,0,2018
Residential,57000.0,9907.0,57000.0,1,7,1.0,1,2018
Residential,240000.0,9907.0,240000.0,1,6,1.0,0,2018
Residential,125000.0,7708.0,125000.0,2,4,1.0,0,2018
Residential,130000.0,7708.0,130000.0,4,16,4.0,0,2018
Residential,120000.0,7708.0,120000.0,4,12,4.0,0,2018
Residential,618500.0,7708.0,618500.0,4,12,4.0,0,2018
Residential,200000.0,7708.0,200000.0,1,4,1.0,0,2018
Residential,245000.0,7708.0,245000.0,1,6,1.0,0,2018
Residential,199000.0,7708.0,199000.0,1,4,1.0,0,2018
Residential,135000.0,7708.0,135000.0,1,4,1.0,0,2018
Residential,20500.0,7708.0,20500.0,1,6,1.0,1,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,295000.0,9904.0,295000.0,2,6,1.0,0,2018
Residential,295000.0,9904.0,295000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,285000.0,9904.0,285000.0,2,6,1.0,0,2018
Residential,285000.0,9904.0,285000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,315000.0,9904.0,315000.0,2,6,1.0,0,2018
Residential,295000.0,9904.0,295000.0,2,6,1.0,0,2018
Residential,295000.0,9904.0,295000.0,2,6,1.0,0,2018
Residential,320000.0,9904.0,320000.0,2,6,1.0,0,2018
Residential,330000.0,9906.0,330000.0,2,5,1.0,0,2018
Residential,260000.0,9906.0,260000.0,2,5,1.0,1,2018
Residential,179800.0,9906.0,179800.0,1,5,1.0,1,2018
Residential,247500.0,7707.0,247500.0,1,6,1.0,0,2018
Residential,350000.0,7707.0,350000.0,2,6,1.0,0,2018
Residential,118000.0,7707.0,118000.0,2,6,1.0,0,2018
Residential,190000.0,7707.0,190000.0,1,6,1.0,0,2018
Residential,265000.0,7707.0,265000.0,1,6,1.0,0,2018
Residential,299900.0,7707.0,299900.0,2,6,1.0,0,2018
Residential,250.0,7707.0,250.0,1,6,1.0,0,2018
Residential,340000.0,7707.0,340000.0,4,10,4.0,0,2018
Residential,235000.0,7707.0,235000.0,4,12,2.0,0,2018
Residential,295000.0,7707.0,295000.0,4,12,4.0,0,2018
Residential,245000.0,7707.0,245000.0,4,12,4.0,0,2018
Residential,40000.0,7707.0,40000.0,4,12,4.0,0,2018
Residential,330000.0,7707.0,330000.0,4,12,4.0,0,2018
Residential,295000.0,7707.0,295000.0,4,12,2.0,0,2018
Residential,324000.0,7707.0,324000.0,2,5,1.0,0,2018
Residential,279000.0,7707.0,279000.0,2,5,1.0,0,2018
Residential,107000.0,7707.0,107000.0,1,5,1.0,0,2018
Residential,224999.0,7707.0,224999.0,1,5,1.0,0,2018
Residential,230000.0,7707.0,230000.0,1,6,1.0,0,2018
Residential,130000.0,7707.0,130000.0,1,5,1.0,0,2018
Residential,150000.0,7707.0,150000.0,2,5,1.0,0,2018
Residential,95500.0,9906.0,95500.0,1,5,1.0,0,2018
Residential,57000.0,9906.0,57000.0,1,5,1.0,0,2018
Residential,190000.0,9906.0,190000.0,1,5,2.0,0,2018
Residential,211000.0,9906.0,211000.0,1,4,1.0,0,2018
Residential,155000.0,9906.0,155000.0,1,5,1.0,0,2018
Residential,310000.0,9906.0,310000.0,1,7,1.0,0,2018
Residential,244000.0,9906.0,244000.0,1,5,1.0,0,2018
Residential,155000.0,9906.0,155000.0,1,5,1.0,0,2018
Residential,330000.0,9906.0,330000.0,2,6,1.0,0,2018
Residential,110000.0,9906.0,110000.0,1,5,1.0,0,2018
Residential,182000.0,9906.0,182000.0,1,5,1.0,0,2018
Residential,193900.0,9906.0,193900.0,2,6,1.0,0,2018
Residential,165000.0,9906.0,165000.0,2,7,1.0,0,2018
Residential,175000.0,9906.0,175000.0,1,5,1.0,0,2018
Residential,185000.0,9906.0,185000.0,1,5,1.0,0,2018
Residential,165000.0,9906.0,165000.0,1,5,1.0,0,2018
Residential,215000.0,7707.0,215000.0,2,6,1.0,0,2018
Residential,260000.0,7707.0,260000.0,1,6,1.0,0,2018
Residential,132000.0,7707.0,132000.0,1,6,1.0,0,2018
Residential,433995.0,7707.0,433995.0,1,6,1.0,0,2018
Residential,202000.0,7708.0,202000.0,3,7,1.0,0,2018
Residential,360000.0,7708.0,360000.0,4,15,4.0,0,2018
Residential,420000.0,7708.0,420000.0,4,14,4.0,0,2018
Residential,117500.0,7708.0,117500.0,4,16,4.0,0,2018
Residential,309000.0,7708.0,309000.0,4,16,4.0,0,2018
Residential,125000.0,7708.0,125000.0,4,12,4.0,0,2018
Residential,160000.0,7708.0,160000.0,4,16,4.0,0,2018
Residential,365000.0,7708.0,365000.0,2,6,1.0,0,2018
Residential,105000.0,7708.0,105000.0,2,6,1.0,0,2018
Residential,233000.0,7708.0,233000.0,1,6,1.0,0,2018
Residential,199000.0,7708.0,199000.0,2,6,1.0,0,2018
Residential,90000.0,7708.0,90000.0,1,6,1.0,0,2018
Residential,265000.0,7709.0,265000.0,1,5,1.0,0,2018
Residential,155000.0,7709.0,155000.0,1,5,1.0,0,2018
Residential,205000.0,7709.0,205000.0,1,7,1.0,0,2018
Residential,88000.0,7709.0,88000.0,1,5,1.0,0,2018
Residential,195000.0,7709.0,195000.0,1,5,1.0,0,2018
Residential,279000.0,9906.0,279000.0,1,5,1.0,0,2018
Residential,102000.0,9906.0,102000.0,1,5,1.0,0,2018
Residential,320000.0,9906.0,320000.0,1,5,1.0,0,2018
Residential,174900.0,9906.0,174900.0,1,5,1.0,0,2018
Residential,77000.0,9906.0,77000.0,1,5,1.0,0,2018
Residential,265000.0,9906.0,265000.0,2,6,1.0,0,2018
Residential,280000.0,9906.0,280000.0,1,4,2.0,0,2018
Residential,127000.0,9906.0,127000.0,1,5,1.0,0,2018
Residential,244900.0,9906.0,244900.0,1,6,1.0,0,2018
Residential,93450.0,9906.0,93450.0,1,5,1.0,0,2018
Residential,77500.0,9906.0,77500.0,1,5,1.0,0,2018
Residential,345000.0,7707.0,345000.0,2,7,1.0,0,2018
Residential,239000.0,7707.0,239000.0,2,7,1.0,0,2018
Residential,266000.0,7707.0,266000.0,2,7,1.0,0,2018
Residential,400000.0,7707.0,400000.0,3,12,1.0,0,2018
Residential,235000.0,7707.0,235000.0,2,6,1.0,0,2018
Residential,430000.0,7707.0,430000.0,1,7,1.0,0,2018
Residential,136000.0,7707.0,136000.0,2,9,1.0,0,2018
Residential,105000.0,7707.0,105000.0,1,6,1.0,1,2018
Residential,225000.0,7707.0,225000.0,1,6,1.0,0,2018
Residential,265000.0,7707.0,265000.0,1,7,1.0,0,2018
Residential,430000.0,7707.0,430000.0,3,6,1.0,1,2018
Residential,145000.0,7707.0,145000.0,2,8,1.0,0,2018
Residential,450000.0,7707.0,450000.0,2,9,1.0,2,2018
Residential,579900.0,7707.0,579900.0,3,6,1.0,1,2018
Residential,325000.0,7707.0,325000.0,3,6,1.0,1,2018
Residential,405000.0,7707.0,405000.0,3,8,1.0,1,2018
Residential,185000.0,7707.0,185000.0,2,7,1.0,1,2018
Residential,62000.0,7707.0,62000.0,2,8,1.0,1,2018
Residential,375000.0,7707.0,375000.0,2,8,1.0,1,2018
Residential,399999.0,7707.0,399999.0,3,7,1.0,1,2018
Residential,277800.0,7707.0,277800.0,2,6,1.0,1,2018
Residential,225000.0,7707.0,225000.0,2,8,1.0,0,2018
Residential,90750.0,9902.0,90750.0,1,6,1.0,0,2018
Residential,179000.0,7707.0,179000.0,1,5,1.0,0,2018
Residential,275000.0,7707.0,275000.0,2,6,1.0,0,2018
Residential,230000.0,7707.0,230000.0,2,6,1.0,0,2018
Residential,78600.0,7707.0,78600.0,1,7,1.0,0,2018
Residential,190000.0,7707.0,190000.0,1,6,1.0,0,2018
Residential,152000.0,7707.0,152000.0,1,6,1.0,0,2018
Residential,215000.0,7707.0,215000.0,1,5,1.0,0,2018
Residential,76000.0,7707.0,76000.0,1,6,1.0,0,2018
Residential,210000.0,7707.0,210000.0,1,6,1.0,0,2018
Residential,135000.0,7707.0,135000.0,1,6,1.0,0,2018
Residential,350000.0,7707.0,350000.0,2,6,1.0,0,2018
Residential,108200.0,7707.0,108200.0,1,6,1.0,0,2018
Residential,190000.0,7707.0,190000.0,1,6,1.0,0,2018
Residential,200000.0,7707.0,200000.0,2,6,1.0,0,2018
Residential,138976.0,7707.0,138976.0,1,6,1.0,0,2018
Residential,290000.0,7707.0,290000.0,1,6,1.0,0,2018
